	start	end	text	label
0	00:00:41	00:00:43	Boss!	N
1	00:00:43	00:00:46	We-We got a problem.	N
2	00:01:15	00:01:18	Well, clean surfaces make for good analysis.	N
3	00:01:18	00:01:20	Yeah.	N
4	00:01:20	00:01:22	Well, that may be the only good thing.	N
5	00:01:22	00:01:25	I checked for a wallet, no ID.	N
6	00:01:25	00:01:27	Nothing on him.	N
7	00:01:27	00:01:30	The kid looks like a minor.	N
8	00:01:30	00:01:33	Coroner's investigator says he's been dead for over 12 hours.	N
9	00:01:33	00:01:35	Happened sometime this weekend.	N
10	00:01:43	00:01:46	You going to pry that piece of cloth from his hand?	N
11	00:01:46	00:01:48	Not just yet.	N
12	00:01:48	00:01:49	Help me out here.	N
13	00:01:49	00:01:51	Got any ideas on this one?	N
14	00:01:53	00:02:01	Well, based on his pants around the knees, I would say a crime of passion.	N
15	00:02:03	00:02:05	Given the brutality of it...	N
16	00:02:08	00:02:11	seems to me an act of rage.	N
17	00:02:43	00:02:47	You know, I lose an hour a day cleaning up their beer bottles and their cigarette butts.	N
18	00:02:48	00:02:49	Kids use it as a hangout, huh?	N
19	00:02:49	00:02:52	Oh, sure. They think the house doesn't have a lock, it belongs to them.	N
20	00:02:52	00:02:56	Well, it's a crime scene, so it belongs to us now.	N
21	00:02:56	00:02:57	Yeah. How long?	N
22	00:02:57	00:02:59	As long as it takes.	N
23	00:02:59	00:03:03	You know, I got two teenagers at home, and they know how to respect other people's property.	N
24	00:03:03	00:03:06	Now, who's going to feed them when I don't get paid for today, huh?	N
25	00:03:06	00:03:07	Huh?	N
26	00:03:07	00:03:08	I can't tell you that.	N
27	00:03:16	00:03:19	Take a look at his head, tell me what you see.	N
28	00:03:25	00:03:29	Definitely blunt force.	N
29	00:03:29	00:03:30	That's a hammerhead.	N
30	00:03:30	00:03:34	I thought you might say that.	N
31	00:03:35	00:03:41	Well, we know that people often commit crimes in places they're familiar with.	N
32	00:03:52	00:03:55	You got to be kidding me.	N
33	00:04:02	00:04:04	I'll swab the blood and see if it's all his.	N
34	00:04:16	00:04:17	Grissom?	N
35	00:04:22	00:04:25	Well, that should help.	N
36	00:04:27	00:04:30	I'll trade you a hammer for a screw.	N
37	00:04:30	00:04:32	Name, please.	N
38	00:04:32	00:04:33	I'll tell you mine, you tell me yours.	N
39	00:04:34	00:04:36	Oh, come on, baby.	N
40	00:04:36	00:04:38	I'm stuck with these ugly fools all day.	N
41	00:04:38	00:04:40	A pretty girl comes by. Just having a little fun.	N
42	00:04:40	00:04:43	Yeah, murder always makes me feel a little randy, too.	N
43	00:04:43	00:04:44	Ooh.	N
44	00:04:55	00:04:56	Fellows.	N
45	00:04:56	00:05:00	Hey, uh, Mrs. Marlene Mitchell, 32.	N
46	00:05:00	00:05:03	Apparent gunshot wound to the chest.	N
47	00:05:03	00:05:05	Entry, no exit.	N
48	00:05:05	00:05:07	No other apparent injuries.	N
49	00:05:08	00:05:09	Do we know who shot her?	N
50	00:05:10	00:05:11	I patted down all her friends.	N
51	00:05:11	00:05:12	Nobody's carrying.	N
52	00:05:12	00:05:15	Got a couple officers scanning the neighborhood in case the, uh, weapon got tossed.	N
53	00:05:15	00:05:18	She was breaking up a fight when she went down.	N
54	00:05:18	00:05:20	Nobody saw anything? Nobody heard anything?	N
55	00:05:20	00:05:21	No.	N
56	00:05:21	00:05:22	Somebody's lying.	N
57	00:05:24	00:05:25	That the husband?	N
58	00:05:25	00:05:26	The current one.	N
59	00:05:27	00:05:29	The other one-- he's the ex.	N
60	00:05:31	00:05:32	Interesting family reunion.	N
61	00:05:32	00:05:34	Whose brilliant idea was that?	N
62	00:05:34	00:05:36	The Mitchells were moving in.	N
63	00:05:36	00:05:37	The ex stopped by to say hi.	N
64	00:05:38	00:05:40	Don't you hate it when hello leads to gunfire?	N
65	00:05:41	00:05:43	I'll need to GSR both.	N
66	00:05:44	00:05:46	Sir?	N
67	00:05:46	00:05:49	I'm going to need to test your hands for GSR.	N
68	00:05:49	00:05:50	What's that?	N
69	00:05:51	00:05:53	Gunshot residue.	N
70	00:05:53	00:05:54	Why?	N
71	00:05:54	00:05:55	To rule you out.	N
72	00:05:55	00:06:00	You think I shot my wife the day after our honeymoon.	N
73	00:06:02	00:06:04	We were just moving our stuff.	N
74	00:06:04	00:06:06	Her ex, Todd, shows up.	N
75	00:06:06	00:06:10	He knows he's not supposed to come within 100 yards of her.	N
